pwsid,wsname,yr,mo,population,urb_2013,urb_gpcd,res_2013,res_gpcd,hyd_reg
5210004,"Red Bluff, City of",2015,4,"14,076", 327 , 194 ,,171,5
1910040,"El Segundo, City of",2015,4,"16,654", 341 , 460 ,,85,4
2710001,Alco Water Service,2015,4,"29,179", 121 , 125 ,,110,3
4510001,"Anderson, City of",2015,4,"11,147", 178 , 154 ,,89,5
1510001,Arvin Community Services District,2015,4,"20,499", 129 , 111 ,,77,7
4010002,Atascadero Mutual Water Company,2015,4,"31,045", 134 , 121 ,,91,3
1510031,"Bakersfield, City of",2015,4,"142,370", 208 , 210 ,,152,7
4510014,Bella Vista Water District,2015,4,"17,619", 481 , 256 ,,146,5
1910127,"Covina, City of",2015,4,"33,300", 155 , 138 ,,104,4
0410011,Del Oro Water Company,2015,4,"9,615", 98 , 87 ,,72,5
0710009,Discovery Bay Community Services District,2015,4,"14,687", 227 , 170 ,,136,6
4810003,"Fairfield, City of",2015,4,"107,540", 170 , 147 ,,71,2
5610002,"Fillmore, City of",2015,4,"15,222", 135 , 128 ,,128,4
2710008,"Greenfield, City of",2015,4,"17,898", 110 , 90 ,,77,3
4910005,"Healdsburg, City of",2015,4,"11,687", 149 , 119 ,,84,1
1510012,Lamont Public Utility District,2015,4,"20,009", 180 , 156 ,,112,7
3910015,"Lathrop, City of",2015,4,"19,831", 206 , 156 ,,92,6
3310074,Lee Lake Water District,2015,4,"15,543", 164 , 185 ,,148,4
2410004,"Livingston, City of",2015,4,"14,898", 444 , 450 ,,113,6
3910005,"Manteca, City of",2015,4,"74,586", 193 , 136 ,,104,6
1910092,"Monterey Park, City of",2015,4,"62,183", 126 , 116 ,,85,3
3310051,Myoma Dunes Mutual Water Company,2015,4,"8,948", 472 , 422 ,,368,10
3310025,"Norco, City of",2015,4,"27,160", 246 , 240 ,,163,4
5010014,"Oakdale, City of",2015,4,"21,985", 226 , 147 ,,103,6
3310029,"Perris, City of",2015,4,"9,000", 170 , 172 ,,91,4
1010026,Pinedale County Water District,2015,4,"8,495", 280 , 229 ,,211,6
4510005,"Redding, City of",2015,4,"91,207", 235 , 190 ,,135,5
3910007,"Ripon, City of",2015,4,"14,922", 285 , 225 ,,163,6
5010018,"Riverbank, City of",2015,4,"23,298", 185 , 98 ,,88,6
3610127,San Bernardino County Service Area 70,2015,4,"10,174", 163 , 147 ,,136,10
4410014,San Lorenzo Valley Water District,2015,4,"19,000", 84 , 68 ,,68,3
1010029,"Sanger, City of",2015,4,"25,664", 238 , 188 ,,111,7
4510006,"Shasta Lake, City of",2015,4,"10,293", 188 , 127 ,,82,5
4810007,"Vallejo, City of",2015,4,"124,000", 123 , 106 ,,61,2
2410010,Winton Water & Sanitary District,2015,4,"8,500", 182 , 147 ,,141,6
3610008,Big Bear City Community Services District,2015,4,"12,413", 76 , 64 ,,59,4
1610004,"Corcoran, City of",2015,4,"24,154", 262 , 192 ,,163,7
5010013,City of Newman Water Department,2015,4,"10,668", 219 , 165 ,,98,6
1910013,Bellflower-Somerset Mutual Water Company,2015,4,"46,300", 107 , 92 ,,79,4
1910167,"Vernon, City of",2015,4,112," 61,090 "," 56,539 ",,43,4
2410001,"Atwater, City of",2015,4,"29,500", 287 , 234 ,,164,6
1010019,"Kingsburg, City of",2015,4,"11,685", 334 , 225 ,,196,7
3610001,"Adelanto, City of",2015,3,"32,543", 98 , 94 ,,73,9
0110001,Alameda County Water District,2015,3,"340,000", 106 , 91 ,,64,2
2710001,Alco Water Service,2015,3,"29,179", 111 , 108 ,,98,3
1910001,"Alhambra, City of",2015,3,"85,068", 99 , 100 ,,90,4
0310003,Amador Water Agency,2015,3,"23,347", 101 , 92 ,,51,6
2810005,"American Canyon, City of",2015,3,"20,080", 135 , 130 ,,76,2
3010001,"Anaheim, City of",2015,3,"358,549", 143 , 143 ,,80,4
0710001,"Antioch, City of",2015,3,"106,455", 124 , 110 ,,95,6
3610003,Apple Valley Ranchos Water Company,2015,3,"71,184", 122 , 122 ,,92,9
1910003,"Arcadia, City of",2015,3,"54,705", 240 , 226 ,,115,4
1210001,"Arcata, City of",2015,3,"18,464", 79 , 87 ,,44,1
4010001,"Arroyo Grande, City of",2015,3,"17,003", 142 , 124 ,,99,3
1510001,Arvin Community Services District,2015,3,"19,960", 107 , 95 ,,63,7
4010002,Atascadero Mutual Water Company,2015,3,"31,000", 78 , 72 ,,52,3
2410001,"Atwater, City of",2015,3,"29,500", 336 , 180 ,,126,6
1910007,"Azusa, City of",2015,3,"110,000", 148 , 139 ,,75,4
1510031,"Bakersfield, City of",2015,3,"142,035", 152 , 130 ,,96,7
1010001,Bakman Water Company,2015,3,"13,960", 205 , 245 ,,216,7
3310006,"Banning, City of",2015,3,"30,325", 188 , 186 ,,108,10
3310002,Beaumont-Cherry Valley Water District,2015,3,"43,111", 198 , 203 ,,106,4
4510014,Bella Vista Water District,2015,3,"16,500", 269 , 280 ,,153,5
1910013,Bellflower-Somerset Mutual Water Company,2015,3,"46,300", 97 , 93 ,,80,4
4810001,"Benicia, City of",2015,3,"28,086", 185 , 129 ,,70,2
1910156,"Beverly Hills, City of",2015,3,"42,157", 232 , 223 ,,168,4
3610008,Big Bear City Community Services District,2015,3,"12,411", 54 , 51 ,,48,4
3310003,"Blythe, City of",2015,3,"13,839", 183 , 159 ,,115,10
1310001,"Brawley, City of",2015,3,"27,743", 244 , 119 ,,95,10
3010002,"Brea, City of",2015,3,"42,397", 187 , 219 ,,79,4
0710004,"Brentwood, City of",2015,3,"54,741", 150 , 132 ,,104,6
3010003,"Buena Park, City of",2015,3,"82,364", 127 , 136 ,,80,4
1910179,"Burbank, City of",2015,3,"106,084", 146 , 124 ,,80,4
4110003,"Burlingame, City of",2015,3,"30,282", 68 , 94 ,,58,2
0510002,Calaveras County Water District,2015,3,"31,750", 110 , 93 ,,89,6
1310002,"Calexico, City of",2015,3,"40,516", 129 , 107 ,,75,10
1510032,"California City, City of",2015,3,"14,120", 192 , 256 ,,57,9
3410031,California Water Service Company Antelope Valley,2015,3,"3,387", 151 , 145 ,,133,5
1510003,California Water Service Company Bakersfield,2015,3,"277,947", 173 , 162 ,,126,7
4110006,California Water Service Company Bear Gulch,2015,3,"58,720", 156 , 161 ,,134,2
0410002,California Water Service Company Chico District,2015,3,"101,358", 171 , 163 ,,112,5
4810002,"California Water Service Company Dixon, City of",2015,3,"9,826", 111 , 102 ,,90,5
1910033,California Water Service Company Dominguez,2015,3,"142,196", 178 , 222 ,,71,4
1910036,California Water Service Company East Los Angeles,2015,3,"154,125", 88 , 85 ,,45,4
1910134,California Water Service Company Hermosa/Redondo,2015,3,"95,730", 109 , 104 ,,80,4
1510033,California Water Service Company Kern River Valley,2015,3,"5,586", 96 , 91 ,,81,7
2710009,California Water Service Company King City,2015,3,"14,726", 92 , 87 ,,50,3
0110003,California Water Service Company Livermore,2015,3,"57,410", 134 , 93 ,,73,2
4310001,California Water Service Company Los Altos/Suburban,2015,3,"68,109", 153 , 140 ,,104,2
5810001,California Water Service Company Marysville,2015,3,"12,131", 124 , 107 ,,80,5
4110008,California Water Service Company Mid Peninsula,2015,3,"132,554", 80 , 88 ,,64,2
0410005,California Water Service Company Oroville,2015,3,"10,626", 174 , 137 ,,69,5
1910104,California Water Service Company Palos Verdes,2015,3,"69,867", 229 , 231 ,,200,4
4910018,California Water Service Company Redwood Valley,2015,3,"3,604", 90 , 69 ,,62,1
2710010,California Water Service Company Salinas District,2015,3,"120,770", 112 , 102 ,,60,3
1010024,California Water Service Company Selma,2015,3,"24,596", 161 , 136 ,,116,7
4110009,California Water Service Company South San Francisco,2015,3,"60,924", 111 , 106 ,,43,2
3910001,California Water Service Company Stockton,2015,3,"170,257", 114 , 107 ,,61,6
5410016,California Water Service Company Visalia,2015,3,"137,626", 151 , 136 ,,97,7
5610016,California Water Service Company Westlake,2015,3,"19,459", 308 , 421 ,,301,4
1110003,California Water Service Company Willows,2015,3,"7,079", 142 , 119 ,,89,5
1910186,California-American Water Company Los Angeles District,2015,3,"102,889", 156 , 145 ,,115,4
2710004,California-American Water Company Monterey District,2015,3,"109,817", 85 , 77 ,,54,3
3410013,California-American Water Company Sacramento District,2015,3,"201,418", 120 , 101 ,,81,5
3710001,California-American Water Company San Diego District,2015,3,"95,358", 96 , 90 ,,65,4
5610040,California-American Water Ventura District,2015,3,"62,144", 207 , 194 ,,129,4
5610019,"Camarillo, City of",2015,3,"46,809", 161 , 146 ,,66,4
4010014,Cambria Community Services District,2015,3,"6,032", 95 , 65 ,,42,3
5610063,Camrosa Water District,2015,3,"35,738", 210 , 185 ,,129,4
3710005,Carlsbad Municipal Water District,2015,3,"84,838", 164 , 159 ,,102,4
3410004,Carmichael Water District,2015,3,"38,354", 157 , 142 ,,124,5
4210001,Carpinteria Valley Water District,2015,3,"14,616", 180 , 250 ,,82,3
5610024,Casitas Municipal Water District,2015,3,"9,603", 282 , 78 ,,35,4
1910048,Castaic Lake Water Agency Santa Clarita Water Division,2015,3,"119,650", 169 , 144 ,,111,4
5010028,"Ceres, City of",2015,3,"46,463", 107 , 119 ,,94,6
1910019,"Cerritos, City of",2015,3,"49,041", 141 , 128 ,,112,4
3610012,"Chino, City of",2015,3,"78,073", 150 , 151 ,,69,4
3610036,"Chino Hills, City of",2015,3,"74,738", 108 , 151 ,,106,4
3410006,Citrus Heights Water District,2015,3,"67,333", 128 , 113 ,,108,5
3610044,"City of Big Bear Lake, Dept of Water & Power",2015,3,"25,605", 56 , 53 ,,37,4
5010013,City of Newman Water Department,2015,3,"10,668", 178 , 148 ,,66,6
1010003,"Clovis, City of",2015,3,"108,227", 146 , 149 ,,130,7
3310007,"Coachella, City of",2015,3,"45,591", 131 , 125 ,,88,10
3310001,Coachella Valley Water District,2015,3,"318,217", 233 , 224 ,,160,10
4110011,Coastside County Water District,2015,3,"16,668", 94 , 95 ,,38,2
3610014,"Colton, City of",2015,3,"47,612", 162 , 161 ,,90,4
1910026,"Compton, City of",2015,3,"81,963", 84 , 76 ,,56,4
0710003,Contra Costa Water District,2015,3,"197,536", 94 , 88 ,,72,2
1610004,"Corcoran, City of",2015,3,"24,154", 194 , 171 ,,145,7
3310037,"Corona, City of",2015,3,"185,660", 137 , 140 ,,61,4
1910127,"Covina, City of",2015,3,"33,300", 142 , 126 ,,91,4
0810001,"Crescent City, City of",2015,3,"18,290", 105 , 83 ,,52,1
1910028,Crescenta Valley Water District,2015,3,"31,966", 116 , 112 ,,98,4
3610015,Crestline Village Water District,2015,3,"7,446", 71 , 71 ,,50,9
3610018,Cucamonga Valley Water District,2015,3,"195,403", 195 , 191 ,,117,4
4110013,"Daly City, City of",2015,3,"105,076", 63 , 53 ,,51,2
5710001,"Davis, City of",2015,3,"65,783", 134 , 108 ,,80,5
0410011,Del Oro Water Company,2015,3,"9,615", 73 , 71 ,,52,5
1510005,"Delano, City of",2015,3,"48,957", 134 , 138 ,,87,7
3310005,Desert Water Agency,2015,3,"120,264", 174 , 162 ,,105,10
0710007,Diablo Water District,2015,3,"38,194", 117 , 110 ,,89,6
5410002,"Dinuba, City of",2015,3,"23,966", 148 , 134 ,,69,7
0710009,Discovery Bay Community Services District,2015,3,"13,000", 213 , 174 ,,139,6
1910034,"Downey, City of",2015,3,"111,931", 114 , 117 ,,88,4
0110009,Dublin San Ramon Services District,2015,3,"78,164", 101 , 79 ,,44,2
0110005,East Bay Municipal Utilities District,2015,3,"1,390,000", 114 , 108 ,,66,2
1510006,East Niles Community Service District,2015,3,"26,000", 234 , 235 ,,193,7
3010068,East Orange County Water District,2015,3,"3,247", 236 , 225 ,,221,4
4110024,"East Palo Alto, City of",2015,3,"29,143", 55 , 54 ,,49,2
3610064,East Valley Water District,2015,3,"97,318", 152 , 134 ,,103,4
3310009,Eastern Municipal Water District,2015,3,"535,600", 125 , 126 ,,89,4
1310004,"El Centro, City of",2015,3,"44,311", 143 , 131 ,,78,10
0910001,El Dorado Irrigation District,2015,3,"128,500", 161 , 138 ,,104,5
1910038,"El Monte, City of",2015,3,"22,968", 72 , 86 ,,53,4
1910040,"El Segundo, City of",2015,3,"16,654", 298 , 282 ,,68,4
3010079,El Toro Water District,2015,3,"48,628", 159 , 145 ,,97,4
3410008,Elk Grove Water Service,2015,3,"44,099", 101 , 90 ,,79,5
3310012,Elsinore Valley Municipal Water District,2015,3,"148,587", 81 , 133 ,,104,4
3710006,"Escondido, City of",2015,3,"134,053", 129 , 131 ,,64,4
4110021,Estero Municipal Improvement District,2015,3,"37,165", 93 , 103 ,,76,2
1210004,"Eureka, City of",2015,3,"26,066", 99 , 94 ,,61,1
5410003,"Exeter, City of",2015,3,"10,334", 143 , 137 ,,110,7
3410009,Fair Oaks Water District,2015,3,"36,226", 192 , 167 ,,125,5
4810003,"Fairfield, City of",2015,3,"105,392", 156 , 135 ,,68,2
3710008,Fallbrook Public Utility District,2015,3,"34,894", 236 , 277 ,,130,4
5610002,"Fillmore, City of",2015,3,"15,222", 119 , 114 ,,114,4
3410014,"Folsom, City of",2015,3,"61,877", 239 , 213 ,,131,5
1210006,"Fortuna, City of",2015,3,"11,926", 91 , 86 ,,86,1
3010069,"Fountain Valley, City of",2015,3,"56,916", 138 , 101 ,,54,4
1010007,"Fresno, City of",2015,3,"515,609", 158 , 164 ,,77,7
3410023,Fruitridge Vista Water Company,2015,3,"21,441", 107 , 92 ,,92,5
3010010,"Fullerton, City of",2015,3,"138,000", 159 , 169 ,,105,4
3410011,"Galt, City of",2015,3,"24,289", 161 , 132 ,,106,6
3010062,"Garden Grove, City of",2015,3,"177,020", 108 , 117 ,,108,4
0910013,Georgetown Divide Public Utilities District,2015,3,"9,863", 105 , 107 ,,95,5
4310004,"Gilroy, City of",2015,3,"52,413", 125 , 109 ,,71,3
1910043,"Glendale, City of",2015,3,"193,300", 113 , 109 ,,87,4
1910044,"Glendora, City of",2015,3,"50,073", 185 , 160 ,,136,4
1910004,Golden State Water Company Artesia,2015,3,"47,978", 101 , 97 ,,72,4
3610043,Golden State Water Company Barstow,2015,3,"31,209", 146 , 135 ,,78,9
0710002,Golden State Water Company Bay Point,2015,3,"22,258", 71 , 66 ,,56,2
1910011,Golden State Water Company Bell-Bell Gardens,2015,3,"57,934", 76 , 74 ,,57,4
1910024,Golden State Water Company Claremont,2015,3,"37,160", 221 , 203 ,,136,4
3410015,Golden State Water Company Cordova,2015,3,"43,767", 251 , 210 ,,109,5
3010047,Golden State Water Company Cowan Heights,2015,3,"7,254", 300 , 294 ,,267,4
1910030,Golden State Water Company Culver City,2015,3,"36,215", 131 , 125 ,,69,4
1910077,Golden State Water Company Florence Graham,2015,3,"65,492", 67 , 65 ,,52,4
1910098,Golden State Water Company Norwalk,2015,3,"44,466", 90 , 82 ,,60,4
5610014,Golden State Water Company Ojai,2015,3,"7,188", 249 , 196 ,,131,4
4210016,Golden State Water Company Orcutt,2015,3,"31,872", 184 , 170 ,,138,3
3010035,Golden State Water Company Placentia,2015,3,"46,543", 128 , 118 ,,92,4
1910212,Golden State Water Company S Arcadia,2015,3,"26,827", 100 , 94 ,,81,4
1910223,Golden State Water Company S San Gabriel,2015,3,"27,656", 80 , 78 ,,66,4
1910142,Golden State Water Company San Dimas,2015,3,"54,872", 157 , 161 ,,116,4
5610059,Golden State Water Company Simi Valley,2015,3,"43,351", 131 , 115 ,,94,4
1910155,Golden State Water Company Southwest,2015,3,"271,677", 92 , 89 ,,55,4
3010022,Golden State Water Company West Orange,2015,3,"111,904", 117 , 110 ,,73,4
4210004,Goleta Water District,2015,3,"86,946", 114 , 118 ,,53,3
4310022,Great Oaks Water Company Incorporated,2015,3,"99,199", 89 , 80 ,,62,2
2710008,"Greenfield, City of",2015,3,"17,898", 86 , 85 ,,70,3
5510009,Groveland Community Services District,2015,3,"3,400", 77 , 82 ,,80,6
4010004,"Grover Beach, City of",2015,3,"13,156", 101 , 92 ,,75,3
1610003,"Hanford, City of",2015,3,"57,050", 146 , 135 ,,55,7
1910047,"Hawthorne, City of",2015,3,"44,507", 80 , 83 ,,68,4
0110006,"Hayward, City of",2015,3,"151,037", 66 , 74 ,,61,2
4910005,"Healdsburg, City of",2015,3,"11,687", 114 , 109 ,,76,1
3710010,Helix Water District,2015,3,"270,375", 94 , 93 ,,74,4
3310016,"Hemet, City of",2015,3,"23,537", 126 , 131 ,,105,4
3610024,"Hesperia Water District, City of",2015,3,"91,627", 117 , 111 ,,91,9
3610073,Hi-Desert Water District,2015,3,"23,760", 99 , 96 ,,57,10
4110016,Hillsborough Town of,2015,3,"10,850", 201 , 206 ,,181,2
3510001,"Hollister, City of",2015,3,"23,021", 92 , 106 ,,77,3
1210013,Humboldt Bay Municipal Water District,2015,3,422, 846 ," 1,179 ",,83,1
1210009,Humboldt Community Service District,2015,3,"20,032", 96 , 89 ,,89,1
3010053,"Huntington Beach, City of",2015,3,"196,041", 122 , 119 ,,81,4
1910049,"Huntington Park, City of",2015,3,"64,219", 64 , 61 ,,61,4
1310006,"Imperial, City of",2015,3,"18,022", 121 , 114 ,,114,10
1510017,Indian Wells Valley Water District,2015,3,"31,120", 144 , 115 ,,97,9
3310020,"Indio, City of",2015,3,"81,393", 203 , 189 ,,136,10
1910051,"Inglewood, City of",2015,3,"86,418", 98 , 95 ,,66,4
3010092,Irvine Ranch Water District,2015,3,"385,056", 119 , 132 ,,63,4
3610025,Joshua Basin Water District,2015,3,"9,514", 122 , 125 ,,111,10
3310021,Jurupa Community Service District,2015,3,"118,731", 163 , 156 ,,90,4
1010019,"Kingsburg, City of",2015,3,"11,504", 245 , 188 ,,169,7
3010018,"La Habra, City of Public Works",2015,3,"63,118", 104 , 134 ,,74,4
3010100,"La Palma, City of",2015,3,"15,896", 117 , 104 ,,76,4
1910062,"La Verne, City of",2015,3,"32,228", 181 , 187 ,,104,4
3010017,Laguna Beach County Water District,2015,3,"19,121", 148 , 153 ,,84,4
3610005,Lake Arrowhead Community Services District,2015,3,"28,066", 27 , 26 ,,23,9
3310022,Lake Hemet Municipal Water District,2015,3,"52,914", 133 , 119 ,,71,4
3710013,Lakeside Water District,2015,3,"35,500", 77 , 85 ,,76,4
1910239,"Lakewood, City of",2015,3,"59,081", 98 , 105 ,,70,4
1510012,Lamont Public Utility District,2015,3,"20,009", 130 , 131 ,,94,7
1910225,Las Virgenes Municipal Water District,2015,3,"75,384", 188 , 189 ,,168,4
3910015,"Lathrop, City of",2015,3,"19,831", 153 , 148 ,,92,6
3310074,Lee Lake Water District,2015,3,"15,543", 138 , 140 ,,112,4
1610005,"Lemoore, City of",2015,3,"25,281", 217 , 207 ,,118,7
3110004,"Lincoln, City of",2015,3,"45,206", 149 , 131 ,,88,5
1910063,Lincoln Avenue Water Company,2015,3,"16,126", 121 , 100 ,,87,4
5810002,Linda County Water District,2015,3,"18,808", 126 , 130 ,,117,5
0110011,"Livermore, City of",2015,3,"27,033", 165 , 134 ,,83,2
2410004,"Livingston, City of",2015,3,"14,898", 419 , 425 ,,85,6
3910004,"Lodi, City of Public Works Department",2015,3,"63,651", 175 , 149 ,,108,6
3610013,"Loma Linda, City of",2015,3,"23,614", 167 , 177 ,,134,4
1910073,"Lomita, City of",2015,3,"20,463", 98 , 87 ,,78,4
4210006,"Lompoc, City of",2015,3,"39,846", 95 , 89 ,,66,3
1910065,"Long Beach, City of",2015,3,"473,050", 105 , 103 ,,59,4
1910204,Los Angeles County Public Works Waterworks District 29,2015,3,"31,064", 238 , 250 ,,180,4
1910005,Los Angeles County Public Works Waterworks District 40,2015,3,"206,454", 180 , 148 ,,105,9
1910067,Los Angeles Department of Water and Power,2015,3,"3,935,257", 115 , 109 ,,74,4
2410005,"Los Banos, City of",2015,3,"37,168", 162 , 144 ,,69,6
1910079,"Lynwood, City of",2015,3,"71,297", 66 , 70 ,,70,4
2010002,"Madera, City of",2015,3,"63,008", 119 , 130 ,,111,6
2010008,Madera County,2015,3,"11,853", 172 , 143 ,,140,6
2610001,Mammoth Community Water District,2015,3,"16,739", 87 , 66 ,,40,9
1910083,"Manhattan Beach, City of",2015,3,"35,726", 118 , 119 ,,92,4
3910005,"Manteca, City of",2015,3,"74,460", 153 , 128 ,,96,6
2110002,Marin Municipal Water District,2015,3,"188,200", 106 , 106 ,,80,2
2710017,Marina Coast Water District,2015,3,"31,405", 110 , 98 ,,64,3
0710006,"Martinez, City of",2015,3,"35,375", 68 , 64 ,,39,2
1210016,McKinleyville Community Service District,2015,3,"16,900", 69 , 64 ,,57,1
4110017,"Menlo Park, City of",2015,3,"16,066", 154 , 128 ,,53,2
2410009,"Merced, City of",2015,3,"83,400", 194 , 165 ,,118,6
3010004,Mesa Water District,2015,3,"108,000", 159 , 140 ,,88,4
4110001,Mid-Peninsula Water District,2015,3,"26,030", 99 , 95 ,,81,2
4110018,"Millbrae, City of",2015,3,"21,532", 83 , 72 ,,52,2
4310005,"Milpitas, City of",2015,3,"70,817", 105 , 93 ,,47,2
3310008,Mission Springs Water District,2015,3,"34,766", 169 , 186 ,,121,10
5010010,"Modesto, City of",2015,3,"217,269", 160 , 173 ,,140,6
1910090,"Monrovia, City of",2015,3,"37,406", 157 , 143 ,,97,4
3610029,Monte Vista Water District,2015,3,"54,460", 134 , 130 ,,83,4
1910091,Montebello Land and Water Company,2015,3,"32,219", 88 , 84 ,,67,4
4210007,Montecito Water District,2015,3,"13,500", 343 , 217 ,,130,3
